,OPEN,HIGH,LOW,CLOSE,RSI
2013-08-26 00:00:00.005,697.379,711.347,695.736,711.175,0.0
2013-08-27 00:00:00.005,710.543,715.006,708.856,714.788,0.0
2013-08-28 00:00:00.005,710.56,718.098,705.928,712.915,0.0
2013-08-29 00:00:00.005,715.362,716.659,707.825,711.361,0.0
2013-08-30 00:00:00.005,711.3,717.844,707.537,710.913,0.0
2013-09-02 00:00:00.005,713.354,715.255,703.68,711.376,0.0
2013-09-03 00:00:00.005,712.014,721.394,710.42,721.235,0.0
2013-09-04 00:00:00.005,720.988,724.212,718.779,721.856,0.0
2013-09-05 00:00:00.005,721.303,722.515,718.141,720.141,0.0
2013-09-06 00:00:00.005,718.819,728.388,718.631,727.136,0.0
2013-09-09 00:00:00.005,731.403,751.461,730.721,749.434,0.0
2013-09-10 00:00:00.005,750.91,760.968,748.706,760.794,0.0
2013-09-11 00:00:00.005,763.691,768.407,757.808,761.138,0.0
2013-09-12 00:00:00.005,760.055,773.324,757.391,768.177,0.0
2013-09-13 00:00:00.005,766.457,769.625,758.963,762.336,0.0
2013-09-16 00:00:00.005,765.461,766.412,757.309,760.562,0.0
2013-09-17 00:00:00.005,761.087,761.272,744.368,744.627,0.0
2013-09-18 00:00:00.005,744.21,749.357,740.396,748.608,0.0
2013-09-23 00:00:00.005,751.138,760.322,750.266,760.037,0.0
2013-09-24 00:00:00.005,759.403,759.403,746.062,753.893,0.0
2013-09-25 00:00:00.005,753.251,757.923,748.306,750.063,0.0
2013-09-26 00:00:00.005,747.947,747.947,734.098,734.509,0.0
2013-09-27 00:00:00.005,733.281,739.271,732.787,737.234,0.0
2013-09-30 00:00:00.005,740.733,743.765,739.747,743.6,0.0
2013-10-08 00:00:00.005,742.889,753.8,738.989,752.905,0.0
2013-10-09 00:00:00.005,750.509,759.335,748.029,759.228,0.0
2013-10-10 00:00:00.005,760.298,760.392,749.897,751.579,0.0
2013-10-11 00:00:00.005,755.519,766.213,755.519,765.97,0.0
2013-10-14 00:00:00.005,767.378,771.411,764.92,769.019,0.0
2013-10-15 00:00:00.005,769.872,771.211,763.262,768.969,0.0
2013-10-16 00:00:00.005,766.555,766.555,748.449,752.309,0.0
2013-10-17 00:00:00.005,755.613,758.523,747.595,749.573,0.0
2013-10-18 00:00:00.005,749.728,755.273,747.946,752.736,0.0
2013-10-21 00:00:00.005,754.563,767.798,752.008,767.536,0.0
2013-10-22 00:00:00.005,767.242,767.242,757.808,760.044,0.0
2013-10-23 00:00:00.005,761.021,766.742,746.349,748.776,0.0
2013-10-24 00:00:00.005,746.811,750.12,741.122,742.752,0.0
2013-10-25 00:00:00.005,742.613,745.532,727.308,731.771,0.0
2013-10-28 00:00:00.005,732.481,733.925,726.636,731.157,0.0
2013-10-29 00:00:00.005,731.516,740.644,712.21,726.17,0.0
2013-10-30 00:00:00.005,725.315,736.764,723.501,736.62,0.0
2013-10-31 00:00:00.005,733.955,733.955,725.823,726.619,0.0
2013-11-01 00:00:00.005,725.721,731.919,722.331,728.906,0.0
2013-11-04 00:00:00.005,731.196,733.34,727.425,729.175,0.0
2013-11-05 00:00:00.005,725.864,732.253,719.217,732.193,0.0
2013-11-06 00:00:00.005,728.901,734.036,723.988,724.232,0.0
2013-11-07 00:00:00.005,723.038,724.773,716.091,718.86,0.0
2013-11-08 00:00:00.005,715.712,718.604,707.947,708.577,0.0
2013-11-11 00:00:00.005,707.753,713.83,704.283,711.14,0.0
2013-11-12 00:00:00.005,711.797,718.767,710.911,718.548,0.0
2013-11-13 00:00:00.005,715.14,715.154,702.986,703.215,0.0
2013-11-14 00:00:00.005,703.004,709.435,699.393,709.122,0.0
2013-11-15 00:00:00.005,709.612,730.828,709.612,723.877,0.0
2013-11-18 00:00:00.005,728.935,747.425,727.17,747.385,0.0
2013-11-19 00:00:00.005,747.375,747.677,741.618,744.462,0.0
2013-11-20 00:00:00.005,747.572,749.872,742.447,749.81,0.0
2013-11-21 00:00:00.005,746.406,747.641,739.099,746.228,0.0
2013-11-22 00:00:00.005,747.2,748.225,740.607,742.152,0.0
2013-11-25 00:00:00.005,739.495,748.764,737.613,740.321,0.0
2013-11-26 00:00:00.005,740.095,743.306,738.002,740.82,0.0
2013-11-27 00:00:00.005,740.462,750.583,739.343,748.989,0.0
2013-11-28 00:00:00.005,750.219,761.292,749.695,755.534,0.0
2013-11-29 00:00:00.005,756.474,758.104,753.613,756.711,0.0
2013-12-02 00:00:00.005,749.539,760.451,736.101,744.028,0.0
2013-12-03 00:00:00.005,741.055,754.128,739.928,752.871,0.0
2013-12-04 00:00:00.005,752.016,768.171,750.615,764.365,0.0
2013-12-05 00:00:00.005,764.642,766.142,760.082,763.043,0.0
2013-12-06 00:00:00.005,761.473,763.754,756.124,758.135,0.0
2013-12-09 00:00:00.005,760.161,762.866,756.656,759.098,0.0
2013-12-10 00:00:00.005,760.547,764.504,757.701,760.321,0.0
2013-12-11 00:00:00.005,757.268,757.268,744.395,748.604,0.0
