,OPEN,HIGH,LOW,CLOSE,RSI
2013-08-26 00:00:00.005,1725.714,1753.94,1722.729,1753.59,0.0
2013-08-27 00:00:00.005,1752.311,1759.508,1748.575,1759.129,0.0
2013-08-28 00:00:00.005,1747.613,1767.524,1739.072,1758.491,0.0
2013-08-29 00:00:00.005,1759.067,1760.05,1739.847,1746.6,0.0
2013-08-30 00:00:00.005,1743.684,1746.852,1723.498,1730.585,0.0
2013-09-02 00:00:00.005,1730.742,1739.499,1715.433,1735.59,0.0
2013-09-03 00:00:00.005,1737.145,1755.643,1733.815,1754.989,0.0
2013-09-04 00:00:00.005,1754.4,1767.232,1749.509,1761.021,0.0
2013-09-05 00:00:00.005,1758.161,1761.515,1750.362,1757.017,0.0
2013-09-06 00:00:00.005,1753.92,1766.727,1752.814,1765.071,0.0
2013-09-09 00:00:00.005,1769.069,1798.03,1767.628,1792.718,0.0
2013-09-10 00:00:00.005,1793.95,1817.102,1788.408,1817.102,0.0
2013-09-11 00:00:00.005,1823.303,1839.98,1819.247,1826.638,0.0
2013-09-12 00:00:00.005,1820.999,1822.724,1810.091,1818.433,0.0
2013-09-13 00:00:00.005,1819.253,1821.651,1805.377,1811.347,0.0
2013-09-16 00:00:00.005,1817.153,1820.104,1806.64,1809.308,0.0
2013-09-17 00:00:00.005,1808.105,1808.105,1778.951,1779.816,0.0
2013-09-18 00:00:00.005,1778.831,1786.61,1768.822,1782.622,0.0
2013-09-23 00:00:00.005,1788.654,1810.973,1788.654,1809.992,0.0
2013-09-24 00:00:00.005,1810.578,1811.017,1789.064,1803.402,0.0
2013-09-25 00:00:00.005,1801.675,1806.711,1790.248,1793.168,0.0
2013-09-26 00:00:00.005,1790.136,1790.786,1766.039,1766.276,0.0
2013-09-27 00:00:00.005,1764.846,1777.251,1764.83,1771.489,0.0
2013-09-30 00:00:00.005,1776.554,1785.22,1774.518,1784.491,0.0
2013-10-08 00:00:00.005,1782.248,1806.415,1775.885,1805.221,0.0
2013-10-09 00:00:00.005,1800.458,1812.932,1795.151,1812.731,0.0
2013-10-10 00:00:00.005,1814.348,1814.668,1795.937,1801.574,0.0
2013-10-11 00:00:00.005,1807.758,1827.406,1807.758,1826.696,0.0
2013-10-14 00:00:00.005,1831.031,1843.925,1829.624,1841.5,0.0
2013-10-15 00:00:00.005,1843.286,1847.276,1831.604,1844.916,0.0
2013-10-16 00:00:00.005,1840.727,1840.907,1802.965,1810.227,0.0
2013-10-17 00:00:00.005,1817.205,1829.108,1805.209,1809.61,0.0
2013-10-18 00:00:00.005,1810.569,1818.888,1805.865,1813.445,0.0
2013-10-21 00:00:00.005,1817.299,1844.826,1811.959,1844.36,0.0
2013-10-22 00:00:00.005,1843.068,1846.14,1829.86,1834.74,0.0
2013-10-23 00:00:00.005,1836.145,1843.564,1797.376,1802.053,0.0
2013-10-24 00:00:00.005,1798.475,1805.653,1783.03,1786.877,0.0
2013-10-25 00:00:00.005,1786.219,1789.223,1742.385,1751.788,0.0
2013-10-28 00:00:00.005,1751.981,1757.767,1740.729,1749.211,0.0
2013-10-29 00:00:00.005,1749.498,1765.064,1700.092,1729.922,0.0
2013-10-30 00:00:00.005,1729.201,1762.006,1726.072,1761.384,0.0
2013-10-31 00:00:00.005,1756.299,1756.299,1741.995,1747.014,0.0
2013-11-01 00:00:00.005,1743.591,1754.57,1736.775,1747.588,0.0
2013-11-04 00:00:00.005,1752.053,1757.269,1744.419,1752.03,0.0
2013-11-05 00:00:00.005,1744.937,1764.115,1733.872,1762.708,0.0
2013-11-06 00:00:00.005,1759.653,1781.112,1756.026,1756.896,0.0
2013-11-07 00:00:00.005,1752.488,1753.182,1731.765,1738.942,0.0
2013-11-08 00:00:00.005,1731.234,1737.477,1713.369,1716.234,0.0
2013-11-11 00:00:00.005,1714.439,1729.593,1708.598,1724.269,0.0
2013-11-12 00:00:00.005,1724.227,1739.244,1720.238,1738.719,0.0
2013-11-13 00:00:00.005,1732.64,1732.736,1708.498,1709.91,0.0
2013-11-14 00:00:00.005,1709.527,1727.869,1704.135,1726.66,0.0
2013-11-15 00:00:00.005,1726.105,1766.839,1726.105,1754.975,0.0
2013-11-18 00:00:00.005,1765.102,1796.405,1762.863,1796.034,0.0
2013-11-19 00:00:00.005,1797.232,1806.775,1788.65,1794.174,0.0
2013-11-20 00:00:00.005,1802.104,1806.865,1789.947,1806.865,0.0
2013-11-21 00:00:00.005,1801.552,1808.43,1786.672,1807.437,0.0
2013-11-22 00:00:00.005,1808.376,1814.859,1794.997,1804.217,0.0
2013-11-25 00:00:00.005,1793.364,1812.768,1790.276,1795.826,0.0
2013-11-26 00:00:00.005,1791.98,1798.844,1784.208,1792.153,0.0
2013-11-27 00:00:00.005,1791.275,1810.432,1787.936,1805.822,0.0
2013-11-28 00:00:00.005,1809.755,1839.507,1808.882,1828.128,0.0
2013-11-29 00:00:00.005,1827.794,1833.224,1821.392,1829.26,0.0
2013-12-02 00:00:00.005,1806.383,1823.418,1771.289,1802.428,0.0
2013-12-03 00:00:00.005,1794.703,1827.102,1792.412,1823.07,0.0
2013-12-04 00:00:00.005,1821.816,1852.78,1819.143,1845.568,0.0
2013-12-05 00:00:00.005,1846.133,1848.884,1836.151,1842.374,0.0
2013-12-06 00:00:00.005,1839.407,1844.468,1830.528,1837.156,0.0
2013-12-09 00:00:00.005,1840.132,1845.913,1832.726,1840.622,0.0
2013-12-10 00:00:00.005,1840.606,1846.533,1830.836,1835.23,0.0
2013-12-11 00:00:00.005,1828.795,1828.795,1801.398,1810.645,0.0
2013-12-12 00:00:00.005,1806.781,1824.872,1805.832,1814.41,0.0
2013-12-13 00:00:00.005,1801.491,1817.428,1798.036,1808.229,0.0
2013-12-16 00:00:00.005,1807.61,1811.525,1773.989,1774.709,0.0
2013-12-17 00:00:00.005,1773.388,1777.878,1761.753,1766.005,0.0
2013-12-18 00:00:00.005,1765.438,1769.335,1758.521,1763.414,0.0
2013-12-19 00:00:00.005,1767.35,1773.889,1747.398,1748.25,0.0
2013-12-20 00:00:00.005,1748.681,1752.751,1714.311,1717.159,0.0
2013-12-23 00:00:00.005,1718.467,1726.076,1699.958,1720.827,0.0
2013-12-24 00:00:00.005,1723.9,1739.504,1712.137,1723.938,0.0
2013-12-25 00:00:00.005,1725.067,1736.787,1720.18,1736.235,0.0
2013-12-26 00:00:00.005,1733.41,1733.627,1705.53,1708.045,0.0
2013-12-27 00:00:00.005,1709.59,1735.512,1704.293,1728.678,0.0
2013-12-30 00:00:00.005,1733.941,1737.154,1725.863,1728.0,0.0
2013-12-31 00:00:00.005,1720.729,1742.372,1718.859,1739.356,0.0
2014-01-02 00:00:00.005,1737.102,1739.297,1730.778,1738.515,0.0
2014-01-03 00:00:00.005,1733.673,1734.996,1715.077,1721.636,0.0
2014-01-06 00:00:00.005,1716.432,1716.432,1680.843,1689.224,0.0
2014-01-07 00:00:00.005,1681.22,1694.65,1676.44,1690.963,0.0
2014-01-08 00:00:00.005,1691.926,1704.254,1681.764,1686.54,0.0
2014-01-09 00:00:00.005,1683.812,1694.324,1669.377,1670.445,0.0
2014-01-10 00:00:00.005,1667.274,1672.646,1651.675,1655.845,0.0
2014-01-13 00:00:00.005,1656.671,1667.142,1643.409,1652.269,0.0
2014-01-14 00:00:00.005,1649.112,1673.61,1646.11,1672.87,0.0
2014-01-15 00:00:00.005,1670.748,1675.668,1664.186,1675.093,0.0
2014-01-16 00:00:00.005,1674.346,1684.527,1667.942,1675.104,0.0
2014-01-17 00:00:00.005,1670.904,1671.57,1657.988,1661.407,0.0
2014-01-20 00:00:00.005,1658.627,1661.439,1640.802,1647.323,0.0
2014-01-21 00:00:00.005,1647.22,1664.295,1647.22,1660.953,0.0
2014-01-22 00:00:00.005,1662.149,1699.206,1662.149,1698.519,0.0
2014-01-23 00:00:00.005,1696.513,1703.053,1692.835,1696.381,0.0
2014-01-24 00:00:00.005,1692.925,1712.204,1689.949,1708.09,0.0
2014-01-27 00:00:00.005,1700.791,1703.359,1689.593,1693.823,0.0
2014-01-28 00:00:00.005,1696.289,1702.952,1684.185,1691.044,0.0
2014-01-29 00:00:00.005,1694.067,1698.963,1691.652,1695.967,0.0
2014-01-30 00:00:00.005,1693.823,1693.823,1681.578,1683.175,0.0
2014-02-07 00:00:00.005,1675.048,1700.743,1669.977,1700.45,0.0
2014-02-10 00:00:00.005,1705.283,1742.924,1705.283,1741.285,0.0
2014-02-11 00:00:00.005,1743.121,1753.942,1730.117,1748.622,0.0
2014-02-12 00:00:00.005,1748.819,1755.206,1740.417,1754.515,0.0
2014-02-13 00:00:00.005,1752.929,1757.983,1736.121,1736.212,0.0
2014-02-14 00:00:00.005,1736.003,1757.735,1736.003,1757.304,0.0
2014-02-17 00:00:00.005,1764.531,1781.827,1761.778,1781.503,0.0
2014-02-18 00:00:00.005,1780.937,1781.024,1767.22,1772.838,0.0
2014-02-19 00:00:00.005,1770.73,1792.458,1763.818,1783.592,0.0
2014-02-20 00:00:00.005,1800.523,1828.826,1795.645,1797.849,0.0
2014-02-21 00:00:00.005,1788.201,1788.847,1757.161,1770.229,0.0
2014-02-24 00:00:00.005,1758.03,1758.03,1725.08,1740.323,0.0
2014-02-25 00:00:00.005,1741.391,1750.934,1693.881,1701.332,0.0
2014-02-26 00:00:00.005,1696.378,1713.714,1682.198,1713.256,0.0
2014-02-27 00:00:00.005,1715.942,1746.155,1708.049,1717.622,0.0
2014-02-28 00:00:00.005,1710.022,1730.603,1696.884,1728.904,0.0
2014-03-03 00:00:00.005,1726.51,1755.489,1722.847,1753.534,0.0
2014-03-04 00:00:00.005,1746.801,1749.267,1727.892,1745.246,0.0
2014-03-05 00:00:00.005,1747.166,1748.157,1727.336,1729.937,0.0
2014-03-06 00:00:00.005,1726.96,1737.899,1708.124,1733.28,0.0
2014-03-07 00:00:00.005,1733.568,1758.076,1732.383,1739.807,0.0
2014-03-10 00:00:00.005,1725.714,1727.233,1688.241,1691.361,0.0
2014-03-11 00:00:00.005,1686.505,1701.155,1680.475,1695.35,0.0
2014-03-12 00:00:00.005,1689.339,1695.927,1660.95,1683.261,0.0
2014-03-13 00:00:00.005,1683.678,1701.723,1681.034,1699.38,0.0
2014-03-14 00:00:00.005,1690.817,1699.658,1679.199,1689.628,0.0
2014-03-17 00:00:00.005,1697.133,1712.978,1689.971,1712.288,0.0
2014-03-18 00:00:00.005,1714.258,1723.747,1710.117,1713.832,0.0
