,OPEN,HIGH,LOW,CLOSE,RSI
2013-08-26 00:00:00.005,1739.926,1770.308,1735.439,1769.573,0.0
2013-08-27 00:00:00.005,1768.684,1777.108,1764.495,1775.678,0.0
2013-08-28 00:00:00.005,1766.159,1784.52,1756.62,1773.969,0.0
2013-08-29 00:00:00.005,1780.044,1782.145,1763.057,1770.605,0.0
2013-08-30 00:00:00.005,1770.596,1785.1,1763.664,1771.46,0.0
2013-09-02 00:00:00.005,1776.313,1780.213,1754.693,1771.64,0.0
2013-09-03 00:00:00.005,1773.343,1793.114,1769.104,1792.48,0.0
2013-09-04 00:00:00.005,1791.234,1800.864,1786.243,1796.342,0.0
2013-09-05 00:00:00.005,1794.334,1796.591,1785.879,1791.997,0.0
2013-09-06 00:00:00.005,1789.345,1809.603,1789.099,1806.843,0.0
2013-09-09 00:00:00.005,1816.48,1873.521,1816.48,1868.242,0.0
2013-09-10 00:00:00.005,1870.177,1890.16,1859.982,1889.676,0.0
2013-09-11 00:00:00.005,1895.578,1906.594,1885.365,1892.317,0.0
2013-09-12 00:00:00.005,1887.973,1916.932,1879.675,1904.503,0.0
2013-09-13 00:00:00.005,1900.974,1907.781,1881.653,1888.224,0.0
2013-09-16 00:00:00.005,1895.248,1898.678,1879.772,1884.252,0.0
2013-09-17 00:00:00.005,1883.434,1883.895,1844.802,1845.354,0.0
2013-09-18 00:00:00.005,1845.694,1854.003,1833.803,1850.551,0.0
2013-09-23 00:00:00.005,1856.918,1876.919,1856.071,1875.191,0.0
2013-09-24 00:00:00.005,1873.92,1873.975,1846.585,1863.758,0.0
2013-09-25 00:00:00.005,1862.665,1872.635,1852.115,1856.136,0.0
2013-09-26 00:00:00.005,1850.864,1850.864,1819.287,1820.213,0.0
2013-09-27 00:00:00.005,1816.169,1828.613,1814.951,1823.734,0.0
2013-09-30 00:00:00.005,1830.285,1837.528,1828.052,1836.006,0.0
2013-10-08 00:00:00.005,1833.682,1857.478,1824.904,1855.933,0.0
2013-10-09 00:00:00.005,1850.173,1867.873,1844.926,1867.381,0.0
2013-10-10 00:00:00.005,1869.612,1869.771,1845.974,1849.709,0.0
2013-10-11 00:00:00.005,1858.588,1881.743,1857.804,1881.131,0.0
2013-10-14 00:00:00.005,1884.556,1893.719,1879.663,1889.296,0.0
2013-10-15 00:00:00.005,1889.446,1891.36,1875.204,1885.58,0.0
2013-10-16 00:00:00.005,1881.112,1881.112,1843.349,1851.52,0.0
2013-10-17 00:00:00.005,1858.826,1866.61,1843.137,1847.613,0.0
2013-10-18 00:00:00.005,1847.779,1860.068,1844.074,1852.009,0.0
2013-10-21 00:00:00.005,1855.67,1882.934,1849.117,1882.024,0.0
2013-10-22 00:00:00.005,1880.38,1880.38,1860.831,1866.261,0.0
2013-10-23 00:00:00.005,1868.488,1879.943,1838.41,1842.931,0.0
2013-10-24 00:00:00.005,1839.28,1843.154,1823.214,1826.977,0.0
2013-10-25 00:00:00.005,1826.437,1832.324,1791.803,1800.503,0.0
2013-10-28 00:00:00.005,1803.009,1807.301,1792.086,1801.219,0.0
2013-10-29 00:00:00.005,1802.374,1826.461,1766.96,1797.126,0.0
2013-10-30 00:00:00.005,1795.278,1825.131,1791.172,1823.868,0.0
2013-10-31 00:00:00.005,1819.674,1819.674,1804.354,1807.866,0.0
2013-11-01 00:00:00.005,1806.42,1821.215,1800.282,1814.644,0.0
2013-11-04 00:00:00.005,1820.189,1824.011,1809.298,1814.747,0.0
2013-11-05 00:00:00.005,1806.435,1821.91,1793.743,1821.134,0.0
