,OPEN,HIGH,LOW,CLOSE,RSI
2013-08-26 00:00:00.005,2206.61,2277.968,2205.646,2277.175,0.0
2013-08-27 00:00:00.005,2280.68,2321.633,2279.858,2310.498,0.0
2013-08-28 00:00:00.005,2299.325,2354.937,2287.79,2330.446,0.0
2013-08-29 00:00:00.005,2333.839,2355.381,2324.759,2346.979,0.0
2013-08-30 00:00:00.005,2356.426,2429.343,2356.426,2391.127,0.0
2013-09-02 00:00:00.005,2415.841,2422.673,2325.135,2358.879,0.0
2013-09-03 00:00:00.005,2344.176,2378.995,2341.045,2374.315,0.0
2013-09-04 00:00:00.005,2375.177,2386.275,2356.505,2372.674,0.0
2013-09-05 00:00:00.005,2361.416,2361.416,2330.381,2346.061,0.0
2013-09-06 00:00:00.005,2341.735,2384.532,2341.735,2376.401,0.0
2013-09-09 00:00:00.005,2381.487,2419.136,2370.308,2413.587,0.0
2013-09-10 00:00:00.005,2414.983,2468.242,2411.989,2467.858,0.0
2013-09-11 00:00:00.005,2478.662,2479.811,2428.332,2474.901,0.0
2013-09-12 00:00:00.005,2468.977,2532.476,2459.863,2525.21,0.0
2013-09-13 00:00:00.005,2528.927,2564.132,2514.645,2518.355,0.0
2013-09-16 00:00:00.005,2516.832,2533.546,2500.17,2531.196,0.0
2013-09-17 00:00:00.005,2517.082,2518.181,2459.59,2460.89,0.0
2013-09-18 00:00:00.005,2462.467,2516.888,2460.725,2509.46,0.0
2013-09-23 00:00:00.005,2514.214,2567.367,2513.381,2564.017,0.0
2013-09-24 00:00:00.005,2567.143,2605.54,2534.377,2598.932,0.0
2013-09-25 00:00:00.005,2606.644,2672.769,2602.805,2617.289,0.0
2013-09-26 00:00:00.005,2597.068,2597.528,2499.17,2500.696,0.0
2013-09-27 00:00:00.005,2497.681,2533.827,2492.52,2510.58,0.0
2013-09-30 00:00:00.005,2525.247,2558.487,2521.595,2554.696,0.0
2013-10-08 00:00:00.005,2552.986,2608.847,2532.694,2590.367,0.0
2013-10-09 00:00:00.005,2582.495,2625.365,2575.704,2624.46,0.0
2013-10-10 00:00:00.005,2632.835,2683.31,2632.512,2648.242,0.0
2013-10-11 00:00:00.005,2671.151,2753.181,2671.151,2752.12,0.0
2013-10-14 00:00:00.005,2770.441,2813.707,2757.08,2792.094,0.0
2013-10-15 00:00:00.005,2797.775,2797.9,2765.358,2797.439,0.0
2013-10-16 00:00:00.005,2785.376,2785.376,2683.145,2705.295,0.0
2013-10-17 00:00:00.005,2716.979,2729.061,2661.605,2674.925,0.0
2013-10-18 00:00:00.005,2673.494,2690.637,2653.651,2690.217,0.0
2013-10-21 00:00:00.005,2698.268,2758.176,2678.831,2753.982,0.0
2013-10-22 00:00:00.005,2751.608,2756.66,2680.044,2692.739,0.0
2013-10-23 00:00:00.005,2688.386,2706.977,2582.257,2587.51,0.0
2013-10-24 00:00:00.005,2579.55,2590.524,2557.974,2567.292,0.0
2013-10-25 00:00:00.005,2574.353,2582.85,2515.234,2537.933,0.0
2013-10-28 00:00:00.005,2538.529,2557.639,2525.639,2541.967,0.0
2013-10-29 00:00:00.005,2538.38,2561.298,2407.305,2473.687,0.0
2013-10-30 00:00:00.005,2463.881,2508.181,2453.573,2507.235,0.0
2013-10-31 00:00:00.005,2507.841,2508.959,2472.24,2473.419,0.0
2013-11-01 00:00:00.005,2461.99,2479.585,2435.372,2457.587,0.0
2013-11-04 00:00:00.005,2456.289,2471.905,2451.882,2454.993,0.0
2013-11-05 00:00:00.005,2445.463,2492.072,2416.147,2491.129,0.0
2013-11-06 00:00:00.005,2477.98,2492.856,2449.059,2450.545,0.0
2013-11-07 00:00:00.005,2438.079,2448.081,2410.281,2418.341,0.0
2013-11-08 00:00:00.005,2411.231,2416.163,2375.48,2382.815,0.0
2013-11-11 00:00:00.005,2376.883,2388.949,2352.921,2377.916,0.0
2013-11-12 00:00:00.005,2382.5,2409.678,2381.589,2406.047,0.0
2013-11-13 00:00:00.005,2394.926,2394.926,2343.33,2343.601,0.0
2013-11-14 00:00:00.005,2338.157,2370.546,2320.289,2370.221,0.0
2013-11-15 00:00:00.005,2369.078,2469.53,2367.193,2449.903,0.0
2013-11-18 00:00:00.005,2473.823,2519.127,2467.394,2518.262,0.0
2013-11-19 00:00:00.005,2519.293,2534.686,2505.808,2521.728,0.0
2013-11-20 00:00:00.005,2526.743,2546.434,2511.278,2545.432,0.0
2013-11-21 00:00:00.005,2534.364,2560.405,2515.503,2556.34,0.0
2013-11-22 00:00:00.005,2553.812,2557.527,2524.096,2536.0,0.0
2013-11-25 00:00:00.005,2538.422,2571.065,2517.584,2543.283,0.0
2013-11-26 00:00:00.005,2540.367,2575.748,2538.959,2563.596,0.0
2013-11-27 00:00:00.005,2562.307,2608.807,2556.874,2608.573,0.0
2013-11-28 00:00:00.005,2599.592,2633.019,2599.225,2608.429,0.0
2013-11-29 00:00:00.005,2609.723,2618.862,2597.66,2617.775,0.0
2013-12-02 00:00:00.005,2580.378,2593.904,2479.069,2498.612,0.0
2013-12-03 00:00:00.005,2481.544,2552.714,2471.228,2547.206,0.0
2013-12-04 00:00:00.005,2546.75,2635.959,2540.071,2617.907,0.0
2013-12-05 00:00:00.005,2617.879,2647.985,2611.766,2641.54,0.0
2013-12-06 00:00:00.005,2632.114,2653.332,2624.609,2634.326,0.0
2013-12-09 00:00:00.005,2638.306,2652.265,2624.588,2638.368,0.0
2013-12-10 00:00:00.005,2639.212,2690.44,2638.759,2676.15,0.0
2013-12-11 00:00:00.005,2659.742,2659.742,2611.264,2636.054,0.0
2013-12-12 00:00:00.005,2634.681,2675.859,2633.429,2655.261,0.0
2013-12-13 00:00:00.005,2642.772,2659.169,2631.108,2644.422,0.0
2013-12-16 00:00:00.005,2648.503,2654.927,2565.95,2567.402,0.0
2013-12-17 00:00:00.005,2568.607,2580.754,2549.899,2554.625,0.0
2013-12-18 00:00:00.005,2554.93,2573.347,2542.681,2548.742,0.0
2013-12-19 00:00:00.005,2551.649,2562.343,2506.359,2507.587,0.0
2013-12-20 00:00:00.005,2506.432,2525.07,2462.528,2476.343,0.0
2013-12-23 00:00:00.005,2470.201,2471.231,2410.665,2440.075,0.0
2013-12-24 00:00:00.005,2439.92,2470.533,2424.804,2447.797,0.0
2013-12-25 00:00:00.005,2441.632,2486.306,2435.904,2485.712,0.0
2013-12-26 00:00:00.005,2484.912,2485.548,2430.353,2431.003,0.0
2013-12-27 00:00:00.005,2426.71,2479.453,2426.655,2476.665,0.0
2013-12-30 00:00:00.005,2486.257,2495.383,2478.243,2493.98,0.0
2013-12-31 00:00:00.005,2488.878,2518.75,2480.914,2518.333,0.0
2014-01-02 00:00:00.005,2513.68,2514.382,2496.371,2512.503,0.0
2014-01-03 00:00:00.005,2507.296,2512.364,2458.466,2470.349,0.0
2014-01-06 00:00:00.005,2458.53,2458.53,2378.598,2381.154,0.0
2014-01-07 00:00:00.005,2369.847,2406.708,2358.714,2391.462,0.0
2014-01-08 00:00:00.005,2392.755,2425.301,2384.155,2388.359,0.0
2014-01-09 00:00:00.005,2389.956,2419.742,2366.257,2366.44,0.0
2014-01-10 00:00:00.005,2359.301,2359.42,2313.328,2328.176,0.0
2014-01-13 00:00:00.005,2327.113,2345.291,2295.351,2304.694,0.0
2014-01-14 00:00:00.005,2304.445,2340.365,2296.084,2340.054,0.0
2014-01-15 00:00:00.005,2338.033,2359.597,2322.554,2358.252,0.0
2014-01-16 00:00:00.005,2354.831,2379.334,2349.553,2364.112,0.0
2014-01-17 00:00:00.005,2355.077,2355.077,2327.558,2330.548,0.0
2014-01-20 00:00:00.005,2327.754,2338.487,2307.665,2309.455,0.0
2014-01-21 00:00:00.005,2309.571,2352.104,2309.571,2347.063,0.0
2014-01-22 00:00:00.005,2345.898,2417.791,2342.216,2416.837,0.0
2014-01-23 00:00:00.005,2417.315,2428.964,2412.334,2415.004,0.0
2014-01-24 00:00:00.005,2409.858,2455.483,2406.561,2446.226,0.0
2014-01-27 00:00:00.005,2432.587,2447.837,2415.42,2425.837,0.0
2014-01-28 00:00:00.005,2426.961,2453.143,2421.084,2451.904,0.0
2014-01-29 00:00:00.005,2459.807,2480.945,2457.546,2478.494,0.0
2014-01-30 00:00:00.005,2479.071,2501.197,2472.092,2479.071,0.0
2014-02-07 00:00:00.005,2467.126,2521.097,2451.498,2520.652,0.0
2014-02-10 00:00:00.005,2525.715,2583.399,2525.715,2582.961,0.0
2014-02-11 00:00:00.005,2581.0,2615.255,2568.832,2605.516,0.0
2014-02-12 00:00:00.005,2634.234,2651.537,2606.955,2650.213,0.0
2014-02-13 00:00:00.005,2644.084,2658.747,2611.505,2618.168,0.0
2014-02-14 00:00:00.005,2615.129,2672.254,2613.153,2671.501,0.0
2014-02-17 00:00:00.005,2684.075,2724.739,2676.833,2723.822,0.0
2014-02-18 00:00:00.005,2731.249,2733.658,2694.862,2707.602,0.0
2014-02-19 00:00:00.005,2704.839,2719.493,2677.732,2715.29,0.0
2014-02-20 00:00:00.005,2725.59,2743.595,2671.291,2679.067,0.0
2014-02-21 00:00:00.005,2680.464,2684.485,2614.657,2643.071,0.0
2014-02-24 00:00:00.005,2632.471,2632.471,2587.211,2613.509,0.0
2014-02-25 00:00:00.005,2614.828,2625.899,2492.348,2504.468,0.0
2014-02-26 00:00:00.005,2486.244,2517.677,2451.607,2516.51,0.0
2014-02-27 00:00:00.005,2517.41,2539.202,2470.477,2476.082,0.0
2014-02-28 00:00:00.005,2473.259,2508.026,2438.954,2505.737,0.0
2014-03-03 00:00:00.005,2498.84,2579.184,2495.46,2576.167,0.0
2014-03-04 00:00:00.005,2566.164,2571.86,2530.237,2569.609,0.0
2014-03-05 00:00:00.005,2573.661,2578.032,2538.571,2544.443,0.0
2014-03-06 00:00:00.005,2536.178,2559.081,2501.206,2553.296,0.0
2014-03-07 00:00:00.005,2552.183,2575.135,2533.446,2547.571,0.0
2014-03-10 00:00:00.005,2528.974,2528.974,2455.445,2461.615,0.0
2014-03-11 00:00:00.005,2450.561,2497.339,2447.123,2474.874,0.0
