,OPEN,HIGH,LOW,CLOSE,RSI
2013-08-26 00:00:00.005,1798.491,1831.818,1792.426,1828.341,0.0
2013-08-27 00:00:00.005,1826.095,1834.085,1816.598,1829.092,0.0
2013-08-28 00:00:00.005,1819.865,1832.93,1808.052,1820.485,0.0
2013-08-29 00:00:00.005,1832.509,1836.449,1813.8,1821.292,0.0
2013-08-30 00:00:00.005,1820.179,1842.906,1815.305,1832.314,0.0
2013-09-02 00:00:00.005,1836.797,1840.931,1820.551,1831.354,0.0
2013-09-03 00:00:00.005,1836.323,1857.679,1832.048,1856.851,0.0
2013-09-04 00:00:00.005,1853.398,1860.931,1846.819,1854.937,0.0
2013-09-05 00:00:00.005,1855.2,1856.049,1845.135,1849.75,0.0
2013-09-06 00:00:00.005,1847.145,1872.719,1846.968,1866.875,0.0
2013-09-09 00:00:00.005,1881.497,1985.552,1881.497,1977.079,0.0
2013-09-10 00:00:00.005,1980.973,1985.416,1948.852,1982.989,0.0
2013-09-11 00:00:00.005,1987.415,2002.082,1970.835,1974.507,0.0
2013-09-12 00:00:00.005,1972.308,2043.194,1964.722,2014.548,0.0
2013-09-13 00:00:00.005,2003.321,2014.98,1979.328,1986.853,0.0
2013-09-16 00:00:00.005,1996.897,2001.694,1966.475,1979.879,0.0
2013-09-17 00:00:00.005,1979.417,1983.033,1933.533,1935.105,0.0
2013-09-18 00:00:00.005,1938.003,1947.285,1917.938,1937.201,0.0
2013-09-23 00:00:00.005,1943.889,1957.578,1935.584,1954.648,0.0
2013-09-24 00:00:00.005,1951.291,1951.291,1911.5,1925.869,0.0
2013-09-25 00:00:00.005,1923.467,1942.364,1917.029,1921.92,0.0
2013-09-26 00:00:00.005,1917.296,1917.296,1883.128,1886.113,0.0
2013-09-27 00:00:00.005,1883.609,1897.145,1881.187,1894.114,0.0
2013-09-30 00:00:00.005,1902.792,1909.585,1895.823,1903.296,0.0
2013-10-08 00:00:00.005,1899.282,1920.914,1886.981,1917.524,0.0
2013-10-09 00:00:00.005,1910.51,1933.434,1905.395,1932.387,0.0
2013-10-10 00:00:00.005,1934.795,1934.959,1904.004,1906.721,0.0
2013-10-11 00:00:00.005,1918.381,1942.931,1914.202,1940.752,0.0
2013-10-14 00:00:00.005,1940.938,1944.669,1928.398,1936.592,0.0
2013-10-15 00:00:00.005,1936.022,1938.471,1917.078,1922.829,0.0
2013-10-16 00:00:00.005,1919.242,1919.633,1890.078,1899.051,0.0
2013-10-17 00:00:00.005,1906.187,1913.596,1888.879,1893.489,0.0
2013-10-18 00:00:00.005,1892.735,1912.644,1891.452,1900.259,0.0
2013-10-21 00:00:00.005,1903.807,1929.912,1896.466,1927.625,0.0
2013-10-22 00:00:00.005,1925.671,1925.671,1900.583,1905.827,0.0
2013-10-23 00:00:00.005,1909.794,1930.71,1892.939,1895.932,0.0
2013-10-24 00:00:00.005,1892.197,1896.89,1875.051,1878.699,0.0
2013-10-25 00:00:00.005,1878.916,1893.352,1859.274,1867.273,0.0
2013-10-28 00:00:00.005,1873.559,1877.798,1861.675,1871.614,0.0
2013-10-29 00:00:00.005,1874.359,1918.287,1859.234,1889.803,0.0
2013-10-30 00:00:00.005,1887.639,1910.221,1876.693,1907.572,0.0
2013-10-31 00:00:00.005,1903.194,1903.194,1883.555,1889.188,0.0
2013-11-01 00:00:00.005,1891.053,1910.074,1884.798,1904.183,0.0
2013-11-04 00:00:00.005,1911.945,1916.017,1893.364,1898.761,0.0
2013-11-05 00:00:00.005,1889.161,1897.893,1870.637,1897.216,0.0
2013-11-06 00:00:00.005,1886.26,1894.23,1874.176,1874.473,0.0
2013-11-07 00:00:00.005,1875.87,1882.747,1866.079,1878.163,0.0
2013-11-08 00:00:00.005,1870.369,1879.037,1858.716,1860.507,0.0
2013-11-11 00:00:00.005,1858.346,1870.699,1850.206,1862.94,0.0
2013-11-12 00:00:00.005,1865.45,1881.392,1865.262,1878.35,0.0
2013-11-13 00:00:00.005,1869.292,1870.588,1839.65,1842.449,0.0
2013-11-14 00:00:00.005,1841.757,1849.699,1834.5,1846.088,0.0
2013-11-15 00:00:00.005,1847.476,1894.011,1846.527,1875.993,0.0
2013-11-18 00:00:00.005,1885.023,1946.875,1880.438,1943.778,0.0
2013-11-19 00:00:00.005,1945.124,1946.885,1929.73,1935.244,0.0
