,OPEN,HIGH,LOW,CLOSE
2013-08-26 00:00:00.005,4.13,4.18,4.09,4.17
2013-08-27 00:00:00.005,4.16,4.2,4.13,4.19
2013-08-28 00:00:00.005,4.16,4.26,4.15,4.24
2013-08-29 00:00:00.005,4.21,4.25,4.17,4.21
2013-08-30 00:00:00.005,4.22,4.31,4.19,4.27
2013-09-02 00:00:00.005,4.26,4.28,4.21,4.25
2013-09-03 00:00:00.005,4.25,4.29,4.22,4.28
2013-09-04 00:00:00.005,4.27,4.58,4.26,4.56
2013-09-05 00:00:00.005,4.45,4.53,4.36,4.38
2013-09-06 00:00:00.005,4.32,4.38,4.28,4.35
2013-09-09 00:00:00.005,4.31,4.45,4.31,4.41
2013-09-10 00:00:00.005,4.41,4.6,4.35,4.56
2013-09-11 00:00:00.005,4.53,4.91,4.52,4.65
2013-09-12 00:00:00.005,4.61,4.66,4.5,4.6
2013-09-13 00:00:00.005,4.56,4.6,4.47,4.5
2013-09-16 00:00:00.005,4.51,4.56,4.42,4.44
2013-09-17 00:00:00.005,4.42,4.55,4.37,4.38
2013-09-18 00:00:00.005,4.38,4.49,4.35,4.47
2013-09-23 00:00:00.005,4.46,4.51,4.42,4.49
2013-09-24 00:00:00.005,4.47,4.47,4.36,4.38
2013-09-25 00:00:00.005,4.37,4.41,4.32,4.34
2013-09-26 00:00:00.005,4.35,4.37,4.22,4.23
2013-09-27 00:00:00.005,4.21,4.24,4.2,4.22
2013-09-30 00:00:00.005,4.22,4.24,4.18,4.21
2013-10-08 00:00:00.005,4.2,4.28,4.17,4.27
2013-10-09 00:00:00.005,4.26,4.27,4.21,4.27
2013-10-10 00:00:00.005,4.25,4.32,4.21,4.27
2013-10-11 00:00:00.005,4.28,4.32,4.25,4.31
2013-10-14 00:00:00.005,4.32,4.34,4.28,4.33
2013-10-15 00:00:00.005,4.32,4.34,4.26,4.28
2013-10-16 00:00:00.005,4.29,4.43,4.29,4.32
2013-10-17 00:00:00.005,4.31,4.33,4.24,4.32
2013-10-18 00:00:00.005,4.32,4.33,4.27,4.28
2013-10-21 00:00:00.005,4.28,4.31,4.24,4.31
2013-10-22 00:00:00.005,4.3,4.3,4.23,4.26
2013-10-23 00:00:00.005,4.27,4.29,4.18,4.19
2013-10-24 00:00:00.005,4.18,4.19,4.11,4.12
2013-10-25 00:00:00.005,4.13,4.15,4.07,4.08
2013-10-28 00:00:00.005,4.11,4.12,4.06,4.09
2013-10-29 00:00:00.005,4.09,4.13,3.98,4.02
2013-10-30 00:00:00.005,4.02,4.17,4.0,4.11
2013-10-31 00:00:00.005,4.11,4.13,4.06,4.08
2013-11-01 00:00:00.005,4.08,4.1,4.05,4.08
2013-11-04 00:00:00.005,4.08,4.11,4.07,4.1
2013-11-05 00:00:00.005,4.1,4.13,4.03,4.1
2013-11-06 00:00:00.005,4.1,4.21,4.07,4.14
2013-11-07 00:00:00.005,4.11,4.14,4.06,4.08
2013-11-08 00:00:00.005,4.09,4.09,4.04,4.05
2013-11-11 00:00:00.005,4.08,4.14,4.04,4.13
2013-11-12 00:00:00.005,4.13,4.15,4.1,4.14
2013-11-13 00:00:00.005,4.14,4.14,4.03,4.04
2013-11-14 00:00:00.005,4.03,4.07,4.02,4.06
2013-11-15 00:00:00.005,4.05,4.15,4.04,4.1
2013-11-18 00:00:00.005,4.09,4.22,4.09,4.2
2013-11-19 00:00:00.005,4.19,4.21,4.17,4.2
2013-11-20 00:00:00.005,4.2,4.22,4.16,4.21
2013-11-21 00:00:00.005,4.2,4.4,4.18,4.25
2013-11-22 00:00:00.005,4.24,4.28,4.21,4.22
2013-11-25 00:00:00.005,4.24,4.25,4.18,4.19
2013-11-26 00:00:00.005,4.2,4.23,4.16,4.18
2013-11-27 00:00:00.005,4.19,4.23,4.14,4.21
2013-11-28 00:00:00.005,4.21,4.29,4.16,4.27
2013-11-29 00:00:00.005,4.25,4.27,4.22,4.25
2013-12-02 00:00:00.005,4.2,4.21,4.04,4.1
2013-12-03 00:00:00.005,4.09,4.17,4.08,4.16
2013-12-04 00:00:00.005,4.15,4.29,4.14,4.25
2013-12-05 00:00:00.005,4.23,4.28,4.22,4.25
2013-12-06 00:00:00.005,4.25,4.32,4.22,4.3
2013-12-09 00:00:00.005,4.29,4.35,4.26,4.27
2013-12-10 00:00:00.005,4.26,4.36,4.24,4.31
2013-12-11 00:00:00.005,4.3,4.3,4.22,4.26
