,OPEN,HIGH,LOW,CLOSE
2013-08-26 00:00:00.005,5.41,5.51,5.38,5.5
2013-08-27 00:00:00.005,5.5,5.54,5.46,5.52
2013-08-28 00:00:00.005,5.48,5.65,5.43,5.59
2013-08-29 00:00:00.005,5.56,5.57,5.45,5.48
2013-08-30 00:00:00.005,5.46,5.51,5.41,5.43
2013-09-02 00:00:00.005,5.45,5.51,5.36,5.49
2013-09-03 00:00:00.005,5.5,5.58,5.46,5.57
2013-09-04 00:00:00.005,5.58,5.67,5.52,5.58
2013-09-05 00:00:00.005,5.56,5.56,5.47,5.49
2013-09-06 00:00:00.005,5.49,5.54,5.46,5.51
2013-09-09 00:00:00.005,5.52,5.65,5.5,5.61
2013-09-10 00:00:00.005,5.62,5.77,5.6,5.73
2013-09-11 00:00:00.005,5.75,6.15,5.72,5.94
2013-09-12 00:00:00.005,5.9,5.97,5.83,5.91
2013-09-13 00:00:00.005,5.94,5.94,5.74,5.77
2013-09-16 00:00:00.005,5.77,5.82,5.72,5.73
2013-09-17 00:00:00.005,5.71,5.74,5.52,5.54
2013-09-18 00:00:00.005,5.52,5.61,5.48,5.55
2013-09-23 00:00:00.005,5.58,5.62,5.55,5.6
2013-09-24 00:00:00.005,5.59,5.59,5.51,5.53
2013-09-25 00:00:00.005,5.51,5.59,5.51,5.52
2013-09-26 00:00:00.005,5.5,5.57,5.42,5.42
2013-09-27 00:00:00.005,5.42,5.61,5.42,5.55
2013-09-30 00:00:00.005,5.57,5.59,5.51,5.55
2013-10-08 00:00:00.005,5.5,5.62,5.46,5.6
2013-10-09 00:00:00.005,5.6,5.6,5.52,5.57
2013-10-10 00:00:00.005,5.59,5.6,5.46,5.5
2013-10-11 00:00:00.005,5.52,5.59,5.51,5.56
2013-10-14 00:00:00.005,5.56,5.63,5.54,5.59
2013-10-15 00:00:00.005,5.61,5.63,5.53,5.57
2013-10-16 00:00:00.005,5.57,5.57,5.43,5.44
2013-10-17 00:00:00.005,5.47,5.68,5.43,5.53
2013-10-18 00:00:00.005,5.5,5.54,5.46,5.5
2013-10-21 00:00:00.005,5.5,5.6,5.43,5.58
2013-10-22 00:00:00.005,5.56,5.68,5.5,5.63
2013-10-23 00:00:00.005,5.61,5.7,5.55,5.59
2013-10-24 00:00:00.005,5.62,5.62,5.48,5.5
2013-10-25 00:00:00.005,5.5,5.55,5.33,5.38
2013-10-28 00:00:00.005,5.39,5.4,5.17,5.2
2013-10-29 00:00:00.005,5.26,5.3,5.04,5.14
2013-10-30 00:00:00.005,5.13,5.28,5.1,5.24
2013-10-31 00:00:00.005,5.24,5.26,5.2,5.22
2013-11-01 00:00:00.005,5.26,5.28,5.21,5.25
2013-11-04 00:00:00.005,5.29,5.32,5.22,5.25
2013-11-05 00:00:00.005,5.22,5.24,5.15,5.22
2013-11-06 00:00:00.005,5.2,5.35,5.17,5.24
2013-11-07 00:00:00.005,5.24,5.31,5.2,5.24
2013-11-08 00:00:00.005,5.26,5.26,5.14,5.17
2013-11-11 00:00:00.005,5.17,5.21,5.13,5.19
2013-11-12 00:00:00.005,5.19,5.33,5.17,5.29
2013-11-13 00:00:00.005,5.26,5.26,5.16,5.17
2013-11-14 00:00:00.005,5.18,5.27,5.18,5.22
