OPEN,HIGH,LOW,CLOSE,UPDOWN
6.42,6.484,6.281999999999999,6.366,1.0
6.273999999999999,6.366,6.226,6.324,1.0
6.608,6.748,6.525999999999999,6.622,-1.0
6.449999999999999,6.553333333333334,6.326666666666667,6.426666666666666,-1.0
6.448,6.523999999999999,6.3420000000000005,6.42,1.0
6.29,6.39,6.29,6.33,1.0
6.4075,6.5075,6.3774999999999995,6.47,-1.0
6.4959999999999996,6.5840000000000005,6.37,6.442,-1.0
6.342,6.422,6.202,6.2860000000000005,-1.0
6.034,6.1,5.837999999999999,6.018,1.0
6.0280000000000005,6.144,5.965999999999999,6.048,1.0
6.101999999999999,6.174,6.01,6.122,1.0
6.3260000000000005,6.448,6.262,6.362,1.0
6.4079999999999995,6.5120000000000005,6.366,6.465999999999999,-1.0
6.238,6.286,6.134,6.194000000000001,1.0
6.2780000000000005,6.364,6.184,6.292,-1.0
6.0840000000000005,6.112,5.991999999999999,6.02,1.0
5.9,5.998,5.811999999999999,5.912,1.0
5.925,5.965,5.88,5.93,1.0
5.93,6.02,5.885,5.98,-1.0
5.880000000000001,6.016,5.748,5.85,1.0
5.7620000000000005,5.843999999999999,5.702,5.772,1.0
5.8839999999999995,6.026000000000001,5.854,5.958,-1.0
6.08,6.135,6.025,6.074999999999999,1.0
6.09,6.14,6.01,6.14,1.0
6.334,6.492,6.272,6.412000000000001,1.0
6.884,7.178,6.812,7.025999999999999,1.0
7.5200000000000005,7.710000000000001,7.474000000000001,7.612,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,0.0
7.69,7.69,7.69,7.69,1.0
7.832000000000001,7.843999999999999,7.552000000000001,7.843999999999999,1.0
9.873999999999999,10.501999999999999,9.756,10.501999999999999,1.0
13.322,13.76,12.969999999999999,13.36,1.0
13.181999999999999,14.006,12.918000000000001,13.784,1.0
16.647999999999996,16.79,16.647999999999996,16.79,-1.0
14.754,15.435999999999998,14.309999999999999,14.539999999999997,1.0
15.246,16.394,14.956,15.99,1.0
16.466,17.066000000000003,15.962,16.704,-1.0
17.002000000000002,17.492,16.542,16.872,-1.0
15.857999999999999,16.212,15.412,15.842000000000002,-1.0
14.988,15.218,14.725999999999999,14.896,1.0
15.346,15.693999999999999,15.052000000000001,15.443999999999999,1.0
16.095,16.655,15.7275,16.262500000000003,-1.0
15.55,15.823999999999998,15.164000000000001,15.518,1.0
15.777999999999997,16.089999999999996,15.572,15.892,1.0
16.22,16.815,15.870000000000001,16.27,-1.0
16.096666666666668,16.186666666666667,15.790000000000001,16.066666666666666,-1.0
15.496,15.569999999999999,15.059999999999999,15.212,-1.0
14.919999999999998,15.276,14.516,14.844,1.0
14.606,14.998,14.402000000000001,14.687999999999999,-1.0
14.795999999999998,14.928,14.538,14.723999999999998,-1.0
13.958000000000002,14.112,13.506,13.774000000000001,1.0
13.842000000000002,14.134,13.628,13.958000000000002,1.0
14.209999999999999,14.436000000000002,13.979999999999999,14.224,-1.0
13.862,13.98,13.508000000000001,13.690000000000001,1.0
13.315999999999999,13.666,13.074000000000002,13.363999999999999,-1.0
13.206,13.363999999999999,12.943999999999999,13.094,1.0
12.364,12.89,11.99,12.431999999999999,1.0
12.863333333333335,13.173333333333332,12.506666666666668,12.896666666666667,-1.0
12.536000000000001,12.668,12.32,12.51,1.0
12.085999999999999,12.413999999999998,11.866000000000001,12.186,1.0
13.526,14.315999999999999,13.301999999999998,14.068000000000001,0.0
15.388,15.764,15.042000000000002,15.388,1.0
15.266,16.038000000000004,14.978,15.532000000000002,1.0
15.834,16.634,15.446000000000002,16.1,1.0
17.075,17.325,16.744999999999997,17.145,1.0
17.23,18.04,17.0,17.596666666666668,1.0
17.650000000000002,18.333999999999996,17.264000000000003,17.798,1.0
17.668,18.066,17.362000000000002,17.684,1.0
18.354000000000003,18.722,18.036,18.41,-1.0
18.177999999999997,18.308,17.558,18.064,1.0
20.145999999999997,21.235999999999997,19.758000000000003,20.962,1.0
21.6475,22.2,20.88,21.74,-1.0
22.476,23.273999999999997,21.633999999999997,22.274,1.0
22.679999999999996,23.866,22.256,23.381999999999998,-1.0
23.300000000000004,23.955,22.502499999999998,23.104999999999997,1.0
21.336,21.854000000000003,21.154,21.454,-1.0
22.2,22.646,21.683999999999997,21.949999999999996,-1.0
21.4,21.728,20.979999999999997,21.334,1.0
25.824,25.830000000000002,25.236,25.830000000000002,1.0
31.252,32.1,30.131999999999998,31.565999999999995,1.0
31.926,32.739999999999995,31.117999999999995,32.019999999999996,-1.0
33.69,34.588,32.464,32.95399999999999,-1.0
28.39,29.127499999999998,27.6075,27.7975,-1.0
23.642000000000003,24.094,22.87,22.87,1.0
18.408,19.058,18.022,18.541999999999998,1.0
18.87,19.714,18.456,19.046,1.0
19.884,20.664,19.654,20.432,-1.0
20.836000000000002,21.634,20.156,20.594,1.0
18.792,19.368000000000002,18.407999999999998,18.926,1.0
20.812,21.434000000000005,20.448,21.074,-1.0
19.94,20.348,19.332,19.528,1.0
15.368,15.725999999999999,15.264,15.459999999999999,1.0
