OPEN,HIGH,LOW,CLOSE,UPDOWN
3.282,3.4659999999999997,3.2600000000000002,3.4,-1.0
3.4579999999999997,3.54,3.3299999999999996,3.4199999999999995,1.0
3.7680000000000007,3.968,3.6879999999999997,3.845999999999999,-1.0
3.723333333333333,3.8000000000000003,3.64,3.706666666666667,-1.0
3.72,3.8240000000000003,3.646,3.7119999999999997,1.0
3.55,3.63,3.55,3.57,1.0
3.6875000000000004,3.7775,3.6174999999999997,3.7249999999999996,1.0
3.7520000000000002,3.8339999999999996,3.684,3.778,-1.0
3.742,3.7800000000000002,3.6439999999999997,3.696,-1.0
3.5340000000000003,3.6019999999999994,3.4659999999999997,3.53,0.0
3.5159999999999996,3.564,3.476,3.5159999999999996,1.0
3.526,3.6100000000000003,3.47,3.562,1.0
3.7120000000000006,3.8160000000000003,3.6620000000000004,3.732,1.0
3.784,3.8660000000000005,3.754,3.812,1.0
4.1259999999999994,4.264,4.0600000000000005,4.206,-1.0
4.4079999999999995,4.512,4.3020000000000005,4.371999999999999,-1.0
4.029999999999999,4.086,3.95,3.9839999999999995,-1.0
3.8760000000000003,3.9480000000000004,3.7879999999999994,3.848,1.0
3.8049999999999997,3.835,3.76,3.81,-1.0
3.815,3.8200000000000003,3.74,3.775,-1.0
3.5740000000000003,3.618,3.498,3.53,-1.0
3.4480000000000004,3.4959999999999996,3.3919999999999995,3.438,1.0
3.466,3.53,3.4479999999999995,3.5060000000000002,-1.0
3.555,3.5825,3.52,3.55,1.0
3.49,3.59,3.48,3.57,1.0
3.7120000000000006,3.8099999999999996,3.678,3.776,1.0
3.868,3.9599999999999995,3.8059999999999996,3.88,-1.0
3.716,3.754,3.632,3.6799999999999997,1.0
3.7760000000000007,3.832,3.726,3.7980000000000005,-1.0
3.65,3.688,3.598,3.6420000000000003,1.0
3.6199999999999997,3.682,3.556,3.63,1.0
3.6980000000000004,3.746,3.658,3.7,1.0
3.7699999999999996,3.886,3.718,3.832,-1.0
3.8449999999999998,3.8825,3.8049999999999997,3.8374999999999995,1.0
3.8560000000000003,3.9240000000000004,3.818,3.9,-1.0
3.7700000000000005,3.8299999999999996,3.664,3.6980000000000004,1.0
3.4899999999999998,3.5500000000000003,3.4433333333333334,3.5066666666666664,-1.0
3.4859999999999998,3.5060000000000002,3.414,3.4539999999999997,-1.0
3.4840000000000004,3.518,3.444,3.4799999999999995,1.0
3.428,3.4520000000000004,3.396,3.432,-1.0
3.4799999999999995,3.504,3.45,3.478,1.0
3.465,3.4925,3.43,3.4699999999999998,1.0
3.4299999999999997,3.47,3.4080000000000004,3.44,-1.0
3.4520000000000004,3.4739999999999993,3.408,3.432,1.0
3.378,3.4239999999999995,3.354,3.4,1.0
3.53,3.594,3.4940000000000007,3.5440000000000005,1.0
3.522,3.6020000000000003,3.4939999999999998,3.5380000000000003,1.0
3.624,3.746,3.5799999999999996,3.664,1.0
3.692,3.7299999999999995,3.65,3.7060000000000004,1.0
3.7619999999999996,3.7979999999999996,3.7300000000000004,3.7640000000000002,1.0
3.8,3.904,3.772,3.8299999999999996,1.0
3.8560000000000003,3.9219999999999997,3.836,3.882,1.0
3.95,4.034000000000001,3.918,3.9939999999999998,-1.0
3.976,4.0200000000000005,3.8980000000000006,3.9580000000000006,1.0
4.046,4.14,4.018,4.09,1.0
4.18,4.2700000000000005,4.140000000000001,4.2325,1.0
4.49,4.678,4.422,4.566000000000001,1.0
4.601999999999999,4.7379999999999995,4.53,4.6240000000000006,1.0
4.74,4.89,4.725,4.805,1.0
4.806666666666667,4.883333333333333,4.713333333333334,4.8133333333333335,-1.0
4.69,4.741999999999999,4.602,4.6739999999999995,-1.0
4.436000000000001,4.488,4.346,4.388,1.0
4.486,4.648000000000001,4.436,4.582000000000001,1.0
5.318,5.529999999999999,5.134,5.398,-1.0
5.2,5.307999999999999,5.037999999999999,5.174,1.0
5.132,5.248,5.08,5.18,-1.0
5.468000000000001,5.574,5.337999999999999,5.442,-1.0
5.658000000000001,5.84,5.442,5.656000000000001,1.0
5.884,6.168,5.6579999999999995,5.9319999999999995,1.0
6.248,6.696000000000001,6.15,6.634,-1.0
6.828,7.090000000000001,6.452,6.656000000000001,-1.0
6.81,7.093333333333334,6.603333333333333,6.773333333333333,-1.0
6.822,6.981999999999999,6.638,6.768000000000001,-1.0
6.148000000000001,6.250000000000001,6.032,6.109999999999999,1.0
5.798,5.934,5.705999999999999,5.81,-1.0
5.97,6.03,5.848000000000001,5.928,-1.0
5.667999999999999,5.732000000000001,5.555999999999999,5.6259999999999994,1.0
5.78,5.908,5.756,5.856,1.0
6.03,6.285,6.03,6.244999999999999,1.0
6.45,6.603333333333334,6.346666666666667,6.496666666666666,1.0
6.545999999999999,6.662000000000001,6.438000000000001,6.5680000000000005,1.0
6.792,6.992,6.710000000000001,6.884,1.0
7.308,7.516,7.228,7.4300000000000015,-1.0
7.366,7.44,7.175999999999999,7.332000000000001,1.0
7.564,7.74,7.4799999999999995,7.595999999999999,1.0
7.642500000000001,7.8875,7.4425,7.657500000000001,1.0
8.102,8.280000000000001,8.078,8.256,0.0
8.35,8.35,8.35,8.35,0.0
8.35,8.35,8.35,8.35,0.0
8.35,8.35,8.35,8.35,0.0
8.35,8.35,8.35,8.35,0.0
8.35,8.35,8.35,8.35,0.0
8.35,8.35,8.35,8.35,0.0
8.35,8.35,8.35,8.35,0.0
8.87,8.87,8.87,8.87,1.0
13.219999999999999,13.575999999999999,13.02,13.447999999999999,1.0
15.9825,17.06,15.1775,16.130000000000003,-1.0
15.113999999999999,16.35,13.936000000000002,14.568000000000001,-1.0
12.408000000000001,12.586000000000002,11.912,12.154,-1.0
13.407999999999998,13.91,12.956,13.328,1.0
14.597999999999999,15.55,14.214000000000002,15.02,1.0
15.466,16.490000000000002,14.663999999999998,15.532,1.0
14.430000000000001,15.187999999999999,13.838,14.669999999999998,1.0
16.742,17.264000000000003,16.347999999999995,16.8,1.0
16.892,18.052,15.756,16.912,1.0
13.034,13.644,12.626,13.136000000000001,-1.0
12.766666666666666,13.153333333333334,12.079999999999998,12.263333333333334,1.0
12.424000000000001,12.941999999999998,12.276,12.61,-1.0
11.632,12.005999999999998,11.008000000000001,11.274,1.0
11.862,12.116000000000001,11.597999999999999,11.914,1.0
11.32,11.833333333333334,11.196666666666665,11.626666666666667,-1.0
12.24,12.445,12.04,12.23,1.0
12.796000000000001,13.376,12.617999999999999,13.036000000000001,1.0
13.094000000000003,13.612,12.825999999999999,13.213999999999999,1.0
13.857999999999999,14.418000000000001,13.462,14.101999999999999,1.0
14.49,15.016,14.296000000000001,14.648000000000001,-1.0
14.937999999999999,15.113999999999999,14.608,14.782,1.0
14.842000000000002,15.472000000000003,14.756,15.254,1.0
17.176000000000002,18.168,16.634,17.55,-1.0
17.886,18.338,17.092,17.778,1.0
17.330000000000002,17.887999999999998,16.828000000000003,17.332,1.0
17.212,17.712,16.864,17.330000000000002,1.0
17.616,18.21,17.31,17.686,-1.0
16.735,16.9375,16.2875,16.39,-1.0
14.213999999999999,14.474,13.313999999999998,13.776,-1.0
12.178,12.663999999999998,11.776,12.072,1.0
11.912,12.341999999999999,11.662,11.983999999999998,-1.0
11.126000000000001,11.468,10.636,10.982,1.0
11.32,11.946000000000002,11.204,11.65,1.0
